V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E4_move_BACK,E4_move_FORW,E4_change_FORW,E4_change_BACK,VideoCompletion,VideoNTimes,VideoIssues,OpenEnded,GestureNotice,MathQuestion,TransitionPerson,Likeability,Approachability,Warm,Friendly,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1jGMabMOeqq1LFV,Default Response Set,Anonymous,,,98.10.32.33,0,2019-07-05 16:17:40,2019-07-05 16:19:23,0,1,1,,,friday,,Yes,2,no,none,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,52,female,right-handed,English,,E4_change_FORW,,,-1,
R_BRQ5Zi5lgNmYTDP,Default Response Set,Anonymous,,,73.4.231.106,0,2019-07-05 16:17:48,2019-07-05 16:19:52,0,1,1,Monday,,,,Yes,1,no,The hand movements didn't make sense,Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,43,female,right-handed,Spanish,,E4_move_BACK,,,-1,
R_1gc38bbWe1UVRi8,Default Response Set,Anonymous,,,108.51.25.79,0,2019-07-05 16:18:47,2019-07-05 16:19:50,0,1,1,Friday,,,,Yes,1,no,,Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,40,male,right-handed,English,,E4_move_BACK,,,-1,
R_3rPcHqgL1pUGbT2,Default Response Set,Anonymous,,,68.54.95.24,0,2019-07-05 16:18:53,2019-07-05 16:20:26,0,1,1,,,,Friday,Yes,2,No,Weird hand gestures,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,24,male,right-handed,English,,E4_change_BACK,,,-1,
R_3GkC8KyTQQ2b3va,Default Response Set,Anonymous,,,68.104.24.101,0,2019-07-05 16:17:03,2019-07-05 16:20:32,0,1,1,,,,monday,Yes,2,audio didnt play the first few seconds first time,sounded urgent,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,44,male,right-handed,english,,E4_change_BACK,,,-1,
R_2V3bJnWQMA4keT9,Default Response Set,Anonymous,,,108.41.216.18,0,2019-07-05 16:17:54,2019-07-05 16:20:37,0,1,1,,,,Friday,Yes,2,No,Nothing,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,48,male,right-handed,English ,,E4_change_BACK,,,-1,
R_2uCYozEiX6S6rgu,Default Response Set,Anonymous,,,68.3.253.181,0,2019-07-05 16:19:38,2019-07-05 16:21:32,0,1,1,,Friday,,,Yes,2,No. The speaker was just hard to understand.,No.,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,37,female,right-handed,English ,,E4_move_FORW,,,-1,
R_1LnUOW3EA4YIyM5,Default Response Set,Anonymous,,,70.180.197.226,0,2019-07-05 16:18:03,2019-07-05 16:20:58,0,1,1,,,,Friday,Yes,1,None,It was fun to observe the behavior. ,Probably yes,13,1,strongly agree,slightly agree,slightly agree,slightly agree,35,male,right-handed,English,,E4_change_BACK,,,-1,
R_2QhdbwbhIIQInxd,Default Response Set,Anonymous,,,70.44.106.168,0,2019-07-05 16:18:38,2019-07-05 16:21:00,0,1,1,friday,,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,35,male,left-handed,english,,E4_move_BACK,,,-1,
R_27y3WbQjTNuI3nG,Default Response Set,Anonymous,,,107.77.198.77,0,2019-07-05 16:19:25,2019-07-05 16:21:15,0,1,1,,,Friday,,Yes,2,"Only on my part, my speakers messed up the first go around.",no.,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,29,female,right-handed,english,,E4_change_FORW,,,-1,
R_1IQWeY4DiHOtFAA,Default Response Set,Anonymous,,,174.196.134.36,0,2019-07-05 16:19:10,2019-07-05 16:21:23,0,1,1,,,,Friday,Yes,2,Did not want to load completely the first time,Nothing,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,49,female,left-handed,English,,E4_change_BACK,,,-1,
R_puTpZSkqjmHJ3RT,Default Response Set,Anonymous,,,72.209.132.145,0,2019-07-05 16:17:54,2019-07-05 16:21:39,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_ROcUiefi3CpyG0V,Default Response Set,Anonymous,,,69.133.64.71,0,2019-07-05 16:19:41,2019-07-05 16:21:55,0,1,1,,,friday,,Yes,3,no,"I had to listen a couple times, for some reason I wasnt hearing it well",Definitely yes,13,1,strongly disagree,strongly disagree,strongly disagree,slightly agree,45,female,right-handed,English,,E4_change_FORW,,,-1,
R_prWEsFoLbQpgKk1,Default Response Set,Anonymous,,,100.0.36.139,0,2019-07-05 16:19:37,2019-07-05 16:21:55,0,1,1,,Look like a calm collected person,,,Yes,1,No,He brought up something about a meeting being moved.,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,28,male,right-handed,English ,,E4_move_FORW,,,-1,
R_1mh0zxa7hK91B8y,Default Response Set,Anonymous,,,97.115.100.164,0,2019-07-05 16:17:53,2019-07-05 16:21:54,0,1,1,,Friday,,,Yes,2,,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,,,,,,E4_move_FORW,,,-1,
R_XXT8MWz5YKUeHIZ,Default Response Set,Anonymous,,,73.86.188.103,0,2019-07-05 16:19:09,2019-07-05 16:22:25,0,1,1,,He sounded urgent and a little mean.,,,Yes,1,no,I noted it on the response. The person sounded mean and a little aggressive.,Definitely yes,13,1,slightly disagree,slightly disagree,strongly disagree,strongly disagree,29,male,right-handed,English,,E4_move_FORW,,,-1,
R_2bN1hyGDhKjyXOM,Default Response Set,Anonymous,,,104.238.58.93,0,2019-07-05 16:19:44,2019-07-05 16:23:02,0,1,1,,,Friday ,,Yes,2,No.,Why is the speaker speaking so quickly? / Why is the speaker moving? It is distracting.,Definitely yes,13,1,slightly disagree,strongly disagree,strongly disagree,strongly agree,22,male,right-handed,"English, Spanish, American Sign Language",,E4_change_FORW,,,-1,
R_2TosVIN8zlnQXWt,Default Response Set,Anonymous,,,207.140.122.13,0,2019-07-05 16:20:06,2019-07-05 16:23:48,0,1,1,Monday,,,,Yes,3,"Yes, my volume was off the first time and then too down the second time. In general audio was not clear",Person hand suggestion moving the meeting back by moving his hands towards himself. Thats why I responded with Monday.,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,29,male,right-handed,English,,E4_move_BACK,,,-1,
R_3NL2rhMvVouma4u,Default Response Set,Anonymous,,,76.179.164.210,0,2019-07-05 16:23:10,2019-07-05 16:24:36,0,1,1,,,Friday,,Yes,1,No,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,32,female,right-handed,English ,,E4_change_FORW,,,-1,
R_eb7nIFS9HIOZq01,Default Response Set,Anonymous,,,71.147.41.26,0,2019-07-05 16:23:02,2019-07-05 16:25:40,0,1,1,,,next Friday,,Yes,2,No issues,"I thought he was talking quite fast, which is why I watched one more time to figure out what he even said",Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,42,female,right-handed,English,,E4_change_FORW,,,-1,
R_XzyzbBtaFqOJ5rb,Default Response Set,Anonymous,,,76.215.0.110,0,2019-07-05 16:23:18,2019-07-05 16:25:51,0,1,1,Friday,,,,Yes,4,No,No,Definitely yes,13,1,strongly disagree,slightly disagree,slightly agree,slightly agree,42,male,right-handed,English,,E4_move_BACK,,,-1,
R_1M66sF5c9v3kOzd,Default Response Set,Anonymous,,,35.182.37.162,0,2019-07-05 16:25:59,2019-07-05 16:26:24,0,1,1,,,,No,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_3jVCGLuV2V2RjPM,Default Response Set,Anonymous,,,172.74.36.149,0,2019-07-05 16:26:48,2019-07-05 16:28:45,0,1,1,friday,,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly disagree,52,female,right-handed,English,,E4_move_BACK,,,-1,
R_30hHmv7Xj8WOMKj,Default Response Set,Anonymous,,,75.186.104.195,0,2019-07-05 16:27:49,2019-07-05 16:29:41,0,1,1,,,,Friday ,Yes,2,no,no ,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,24,female,left-handed,french and arabic ,,E4_change_BACK,,,-1,
R_300kKGHwLjlEi8I,Default Response Set,Anonymous,,,24.209.55.201,0,2019-07-05 16:29:03,2019-07-05 16:31:14,0,1,1,,,friday,,Yes,1,no,When he said what day the meeting moved to he gestured with his arms.,Definitely yes,13,1,slightly disagree,strongly disagree,slightly disagree,slightly disagree,45,female,right-handed,English,,E4_change_FORW,,,-1,
R_vNRqTWCExchw1eF,Default Response Set,Anonymous,,,68.192.14.157,0,2019-07-05 16:29:40,2019-07-05 16:33:28,0,1,1,,Next friday,,,Yes,1,Just his accent,He had an accent and talked fast so it was hard to understand,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,59,female,right-handed,English,,E4_move_FORW,,,-1,
R_3MfIVAQbiVQxNQC,Default Response Set,Anonymous,,,24.17.216.13,0,2019-07-05 16:43:41,2019-07-05 16:46:03,0,1,1,Monday,,,,Yes,3,no,"I barely understood him, he spoke too fast",Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,55,male,right-handed,English,,E4_move_BACK,,,-1,
R_6fKHwxX3XpgATqV,Default Response Set,Anonymous,,,72.241.44.230,0,2019-07-06 00:12:49,2019-07-06 00:14:52,1,1,1,,,Friday,,Yes,2,no,He did not specify whether the meeting was going back or forward two days. He just said it was being changed. ,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,26,male,left-handed,English,1,E4_change_FORW,41.707992553711,-83.643402099609,-1,
R_3I3JZ4VOE6mNFZw,Default Response Set,Anonymous,,,70.37.196.203,0,2019-07-06 00:12:45,2019-07-06 00:15:04,1,1,1,,Friday,,,Yes,1,no,There was no way to know whether it was Friday or Monday because of how the question was asked so I went with the body language he used to by pushing his hands in front of him I assumed that it meant pushed forward.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,36,female,right-handed,english,1,E4_move_FORW,42.126602172852,-98.186798095703,-1,
R_0Dv0c1EgRKQ17Y5,Default Response Set,Anonymous,,,24.144.24.154,0,2019-07-06 00:13:05,2019-07-06 00:15:51,1,1,1,Friday,,,,Yes,1,no,They motioned towards themselves.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,35,male,right-handed,English,1,E4_move_BACK,35.081207275391,-92.472198486328,-1,
R_1pQnTTdvvTvVnbs,Default Response Set,Anonymous,,,50.239.137.13,0,2019-07-06 00:13:04,2019-07-06 00:17:13,1,1,1,,,,clear,Yes,2,No,The video is clear,Definitely yes,13,1,slightly agree,strongly agree,strongly disagree,slightly agree,32,male,right-handed,English,1,E4_change_BACK,36.402801513672,-97.862297058105,-1,
R_1DnYhqj90Zp0FXz,Default Response Set,Anonymous,,,155.94.250.31,0,2019-07-06 00:13:49,2019-07-06 00:17:45,1,1,1,,nice,,,Yes,2,yes,he told shortly,Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly disagree,31,male,right-handed,english,1,E4_move_FORW,32.813705444336,-96.870399475098,-1,
R_12QlckktnaNRcIV,Default Response Set,Anonymous,,,191.96.97.58,0,2019-07-06 00:12:55,2019-07-06 00:20:52,1,1,1,,,,friday,Yes,2,no,none,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,30,male,right-handed,english,1,E4_change_BACK,41.848297119141,-87.651702880859,-1,
R_1MQBleF5rfajohM,Default Response Set,Anonymous,,,64.201.89.11,0,2019-07-06 00:21:39,2019-07-06 00:23:22,1,1,1,,,,Friday,Yes,2,no,no,Probably yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,36,male,right-handed,English,1,E4_change_BACK,40.041793823242,-79.415100097656,-1,
R_1NnzJF1xDetq526,Default Response Set,Anonymous,,,72.224.140.65,0,2019-07-06 00:21:29,2019-07-06 00:28:21,1,1,1,,Friday,,,Yes,2,no,I just really have no idea if the meeting was moved forward 2 days or backwards 2 days.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,24,female,right-handed,english,1,E4_move_FORW,42.811492919922,-73.864898681641,-1,
R_1QnoAZoVCP0pbyN,Default Response Set,Anonymous,,,96.19.199.139,0,2019-07-06 00:32:09,2019-07-06 00:34:05,1,1,1,,Friday,,,Yes,1,The video loaded a little slowly,"The gestures were a little strange, not sure what that was about.",Definitely yes,13,1,slightly disagree,slightly disagree,strongly disagree,slightly disagree,26,male,left-handed,English,1,E4_move_FORW,43.634201049805,-116.34100341797,-1,
R_UW7SfoCprEO9OuZ,Default Response Set,Anonymous,,,196.17.64.73,0,2019-07-06 00:32:11,2019-07-06 00:34:24,1,1,1,,Good,,,Yes,1,Good,Better,Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly disagree,32,male,right-handed,English,1,E4_move_FORW,34.054397583008,-118.2440032959,-1,
R_3essIWqRCWtCamN,Default Response Set,Anonymous,,,98.214.19.131,0,2019-07-06 00:31:27,2019-07-06 00:34:45,1,1,1,,,,friday,Yes,2,Hard to understand on first listen,"Answer could be Monday, or Friday",Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,46,female,right-handed,English,1,E4_change_BACK,42.299102783203,-89.634498596191,-1,
R_tKCIplLzBLqZIBz,Default Response Set,Anonymous,,,69.10.115.229,0,2019-07-06 03:53:18,2019-07-06 03:56:01,1,1,1,friday,,,,Yes,1,no,no,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,30,male,right-handed,english,1,E4_move_BACK,37.767593383789,-92.210502624512,-1,
R_2VD6eX6V9AYWGQy,Default Response Set,Anonymous,,,107.128.117.18,0,2019-07-06 00:12:32,2019-07-06 00:15:05,0,1,1,,,Friday,,Yes,2,None,None seriously but his accent/speaking speed was a little hard to understand,Probably yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,23,female,right-handed,"English, Spanish",,E4_change_FORW,,,-1,
R_3h9qjdAfNAbGSah,Default Response Set,Anonymous,,,107.77.207.232,0,2019-07-06 00:12:54,2019-07-06 00:15:23,0,1,1,,Wednesday ,,,Yes,1,No,No,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly disagree,38,female,right-handed,English,,E4_move_FORW,,,-1,
R_spTZMXu8WyyJmJH,Default Response Set,Anonymous,,,107.136.198.195,0,2019-07-06 00:13:19,2019-07-06 00:15:33,0,1,1,,,Friday,,Yes,1,"The video initially skipped a little, so I restarted it to watch it completely",,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,36,female,right-handed,English,,E4_change_FORW,,,-1,
R_ZE7LKhSzsTuXamZ,Default Response Set,Anonymous,,,199.241.125.97,0,2019-07-06 00:12:45,2019-07-06 00:16:13,0,1,1,Monday,,,,Yes,3,no,,Probably yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,34,female,right-handed,Turkish,,E4_move_BACK,,,-1,
R_tKx1KrpGRBj5q9z,Default Response Set,Anonymous,,,74.82.60.91,0,2019-07-06 00:12:36,2019-07-06 00:17:41,0,1,1,,,,friday,Yes,3,no,none,Probably yes,13,1,slightly agree,slightly agree,strongly agree,slightly agree,40,female,right-handed,English,,E4_change_BACK,,,-1,
R_3FWZEjz1uqr5jBw,Default Response Set,Anonymous,,,68.10.30.113,0,2019-07-06 04:18:00,2019-07-06 04:25:05,1,1,1,,,,Friday,Yes,1,No,He moved his hands forward so that made me go forward 2 days.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,52,female,right-handed,English,1,E4_change_BACK,36.764602661133,-76.340797424316,-1,
R_reXDNlvPCN8DvrP,Default Response Set,Anonymous,,,23.226.130.198,0,2019-07-06 00:13:10,2019-07-06 00:24:32,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_FORW,,,-1,
R_3mjIUTIbdCXgLPH,Default Response Set,Anonymous,,,174.87.250.44,0,2019-07-06 00:27:48,2019-07-06 00:29:59,0,1,1,Friday,,,,Yes,Twice,"The video had problems loading, and the audio stuttered, it was hard to understand the first time.","He said the meeting was moved by two days, but didn't say in which direction, sooner or later, I think.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,27,male,right-handed,English,,E4_move_BACK,,,-1,
R_sArmL88TOUcNuzT,Default Response Set,Anonymous,,,106.208.137.26,0,2019-07-06 00:29:03,2019-07-06 00:31:36,0,1,1,,,Friday,,Yes,2,Yes. First time video wasn't clear and loading many times.,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,28,male,right-handed,English,,E4_change_FORW,,,-1,
R_3HFzdXei7LY6jse,Default Response Set,Anonymous,,,104.60.202.215,0,2019-07-06 00:29:57,2019-07-06 00:32:38,0,1,1,,,Friday,,Yes,3 times,no,no,Definitely yes,13,1,slightly agree,slightly disagree,slightly disagree,slightly agree,26,female,right-handed,English,,E4_change_FORW,,,-1,
R_307SrKgo534BC89,Default Response Set,Anonymous,,,8.39.235.196,0,2019-07-06 00:13:12,2019-07-06 00:51:02,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_BACK,,,-1,
R_28CByumE3OLhwnj,Default Response Set,Anonymous,,,45.26.124.149,0,2019-07-06 05:08:28,2019-07-06 05:10:14,1,1,1,,Friday,,,Yes,1,No,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,37,male,right-handed,English,1,E4_move_FORW,34.231903076172,-84.162696838379,-1,
R_reUvTTh12mpljEZ,Default Response Set,Anonymous,,,75.131.9.235,0,2019-07-06 05:11:48,2019-07-06 05:13:59,1,1,1,,,,Friday,Yes,2,no,n/a,Probably yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,44,female,right-handed,English,1,E4_change_BACK,33.563705444336,-84.211196899414,-1,
R_1MQTV0ZeguRz2Ao,Default Response Set,Anonymous,,,73.189.147.24,0,2019-07-06 07:36:45,2019-07-06 07:40:31,1,1,1,,"Thursday, next",,,Yes,1,none,"Not really, it seemed that the forward gesture indicates a furthering of the meeting.",Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,55,male,right-handed,English,1,E4_move_FORW,38.546295166016,-122.80470275879,-1,
R_sdFCeDVFy8bdI5P,Default Response Set,Anonymous,,,73.194.199.39,0,2019-07-06 07:41:23,2019-07-06 07:44:01,1,1,1,Monday,,,,Yes,1,no,no problems,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,45,male,right-handed,English,1,E4_move_BACK,39.75520324707,-74.247001647949,-1,
R_1gjNd3kmxlm2X6o,Default Response Set,Anonymous,,,98.212.221.86,0,2019-07-06 07:46:30,2019-07-06 07:47:31,1,1,1,Monday,,,,Yes,2,None,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,30,male,right-handed,English,1,E4_move_BACK,41.362899780273,-89.427001953125,-1,
R_3R4IM85zLcw54BJ,Default Response Set,Anonymous,,,173.63.61.15,0,2019-07-06 07:37:48,2019-07-06 07:49:09,1,1,1,,Friday,,,Yes,3,at first the video played with no sound or video until I clicked the arrow on the next time.,"He talks very fast and with an accent of some sort I think. Also he didn't say if it was moved two days before or after, just hand signaled in front of him so I thought it was moved ahead two days to Friday.",Definitely yes,13,1,slightly agree,strongly agree,slightly agree,strongly agree,55,female,right-handed,AMERICAN,1,E4_move_FORW,40.945693969727,-74.182601928711,-1,
R_1FqugfwyoKH7Im7,Default Response Set,Anonymous,,,107.77.203.66,0,2019-07-06 03:52:54,2019-07-06 03:53:02,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_vP5alFZ9LWOcSbv,Default Response Set,Anonymous,,,174.73.115.182,0,2019-07-06 03:52:45,2019-07-06 03:53:56,0,1,1,Friday,,,,Yes,3,he was hard to understand,,Definitely yes,13,1,strongly agree,slightly agree,slightly agree,strongly agree,33,female,right-handed,English,,E4_move_BACK,,,-1,
R_40YWhL0kxRbpoXL,Default Response Set,Anonymous,,,68.117.206.168,0,2019-07-06 03:53:36,2019-07-06 03:55:43,0,1,1,,,  The meeting is now on Friday.,,Yes,1,no,I like how he gestured with his hands,Definitely yes,13,,,,,,,,,,,E4_change_FORW,,,-1,
R_1DI6Izkqnjch02Y,Default Response Set,Anonymous,,,146.71.77.32,0,2019-07-06 03:55:09,2019-07-06 03:56:16,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_3qwGGiA1b6ckhsv,Default Response Set,Anonymous,,,24.95.164.82,0,2019-07-06 07:53:36,2019-07-06 07:57:16,1,1,1,Next Monday,,,,Yes,3 times,It was a little quiet even with volume all the way up,The gesture was confusing,Definitely yes,13,1,slightly disagree,slightly disagree,strongly disagree,slightly disagree,27,female,right-handed,English,1,E4_move_BACK,38.054794311523,-83.93879699707,-1,
R_3hlkovEumZrpAx2,Default Response Set,Anonymous,,,47.133.35.197,0,2019-07-06 07:55:31,2019-07-06 07:57:29,1,1,1,,,,Friday,Yes,1,None,No,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,strongly agree,29,female,right-handed,English,1,E4_change_BACK,34.741897583008,-77.45760345459,-1,
R_3fpFLXrEBg9caAo,Default Response Set,Anonymous,,,72.208.207.238,0,2019-07-06 03:55:27,2019-07-06 03:57:13,0,1,1,Monday,,,,Yes,Once,No,It didn't say whether it was moving up or back two days. I'm assuming it got moved up by his hand gestures.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,44,female,right-handed,English,,E4_move_BACK,,,-1,
R_R9xbbpemjTOZzrP,Default Response Set,Anonymous,,,152.44.72.57,0,2019-07-06 07:54:13,2019-07-06 07:57:59,1,1,1,,friday,,,Yes,1,no,"It seemed that the sound was garbled on the day the meeting was moved to, but, I only watched it once per instruction.",Definitely yes,11,1,strongly agree,strongly agree,strongly agree,strongly agree,61,male,right-handed,english,1,E4_move_FORW,39.916793823242,-94.826698303223,-1,
R_1FDI4B2AU6RQfd6,Default Response Set,Anonymous,,,96.33.17.27,0,2019-07-06 07:54:00,2019-07-06 07:58:29,1,1,1,,,Tuesday,,No,1,"Yes,  Buffering and stutter while on a very fast connection.  The video would pause each time the man spoke making it difficult to hear the whole sentence.","He asked about the new day of the meeting, but the video stutter caused me to miss the beginning.",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,45,male,right-handed,English,1,E4_change_FORW,36.3125,-82.376998901367,-1,
R_28J6G9okFhjopxY,Default Response Set,Anonymous,,,98.21.156.86,0,2019-07-06 07:54:13,2019-07-06 07:58:45,1,1,1,Monday,,,,Yes,once,none,"I was confused about his meaning of ""moved by two days"" and his hand motions of moving toward him or ""back"". I realize some mean ""moved ahead"" when they say ""moved back"" when referring to time. Logically he could have only meant the moving had been moved ahead 2 days. ",Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,67,female,right-handed,English,1,E4_move_BACK,35.415496826172,-80.614303588867,-1,
R_a4S4xnpkbI5h21j,Default Response Set,Anonymous,,,98.185.30.83,0,2019-07-06 07:56:23,2019-07-06 07:58:46,1,1,1,,,,Friday,Yes,Once,No,None.It was pretty straightforward.,Probably yes,13,1,strongly agree,slightly agree,slightly agree,strongly agree,41,male,right-handed,English,1,E4_change_BACK,37.255493164062,-80.053100585938,-1,
R_2wzCFdZPYoESHFz,Default Response Set,Anonymous,,,108.218.219.243,0,2019-07-06 03:54:33,2019-07-06 03:59:19,0,1,1,,,1,,Yes,1,no,I don't know why he used that gesture when talking about changing a meeting. I do know that people around the world use different gestures for different things. ,Definitely yes,13,1,slightly disagree,strongly disagree,slightly disagree,strongly disagree,39,female,right-handed,English,,E4_change_FORW,,,-1,
R_2cv0aMhH0Zn7idA,Default Response Set,Anonymous,,,99.150.227.99,0,2019-07-06 03:58:25,2019-07-06 04:00:10,0,1,1,,Friday,,,Yes,2,no,The guy seemed a little nerdy. ,Probably yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,41,male,right-handed,english,,E4_move_FORW,,,-1,
R_Xoo4JAWhIGWwOYN,Default Response Set,Anonymous,,,43.231.211.236,0,2019-07-06 03:58:27,2019-07-06 04:00:24,0,1,1,,Friday,,,Yes,1,No,No,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,26,male,right-handed,English,,E4_move_FORW,,,-1,
R_2ScPMFy3QXjFh0R,Default Response Set,Anonymous,,,73.171.159.9,0,2019-07-06 04:00:00,2019-07-06 04:02:09,0,1,1,friday,,,,Yes,1,None,It could be up for debate if he meant 2 days forward or two days before. I went with forward,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,36,male,right-handed,English,,E4_move_BACK,,,-1,
R_phNG7Pos0KJgmit,Default Response Set,Anonymous,,,190.112.193.78,0,2019-07-06 04:00:09,2019-07-06 04:02:20,0,1,1,,,YES,,Yes,0.43,0.43,GOOD,Definitely yes,13,1,slightly agree,slightly agree,strongly agree,slightly agree,27,male,right-handed,ENGLISH,,E4_change_FORW,,,-1,
R_OAQpLPtSRWzH3qN,Default Response Set,Anonymous,,,173.92.226.27,0,2019-07-06 08:04:14,2019-07-06 08:07:32,1,1,1,saturday,,,,Yes,3,no,i got confused with the persons gestures and with what he was saying ,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,strongly agree,34,female,right-handed,english,1,E4_move_BACK,35.865097045898,-80.885803222656,-1,
R_2uvXJXegSskqBwE,Default Response Set,Anonymous,,,75.129.255.11,0,2019-07-06 08:06:18,2019-07-06 08:10:44,1,1,1,Friday,,,,Yes,once,N/A,N/A,Probably yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,37,male,right-handed,english,1,E4_move_BACK,38.317001342773,-88.910499572754,-1,
R_2R4i4ng1Qt12a39,Default Response Set,Anonymous,,,184.195.214.135,0,2019-07-06 08:08:59,2019-07-06 08:11:22,1,1,1,,,,friday,Yes,1,no,It wasn't totally clear what answer you wanted. It said that wednesday's meeting had been changed by two days. The response could have been Monday or Friday. I chose Friday,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,43,female,right-handed,english,1,E4_change_BACK,40.992202758789,-80.328399658203,-1,
R_3sh4Jx2YHXFHGq6,Default Response Set,Anonymous,,,98.28.160.163,0,2019-07-06 08:12:45,2019-07-06 08:14:49,1,1,1,,,,Friday,Yes,1,no,no,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,46,male,right-handed,English,1,E4_change_BACK,39.245407104492,-84.253700256348,-1,
R_2qfu71HMxcugRSm,Default Response Set,Anonymous,,,72.129.180.170,0,2019-07-06 08:13:12,2019-07-06 08:15:26,1,1,1,,,he didn't say the original day of the meeting so I can't say which day it has been moved to,,Yes,1,no,,Definitely yes,13,1,strongly agree,slightly agree,slightly agree,slightly agree,34,female,right-handed,english,1,E4_change_FORW,38.944000244141,-94.288101196289,-1,
R_2SHwBPvRpbmfgHr,Default Response Set,Anonymous,,,173.80.222.34,0,2019-07-06 08:12:56,2019-07-06 08:16:00,1,1,1,,calm,,,Yes,1,no,he seems calm ,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,55,female,right-handed,english,1,E4_move_FORW,37.848693847656,-81.993499755859,-1,
R_1OJHkyicUfyVvcg,Default Response Set,Anonymous,,,72.10.213.91,0,2019-07-06 08:13:19,2019-07-06 08:16:45,1,1,1,Monday,,,,Yes,1,no,I assumed he meant back by by using his arms in a back motion,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,56,female,right-handed,english,1,E4_move_BACK,43.302398681641,-74.997703552246,-1,
